"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Luvox","Fluvoxamine Maleate","TABLET;ORAL","021519","ANI PHARMS","12/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021519s012lbl.pdf#page=32"
"Luvox","Fluvoxamine Maleate","TABLET; ORAL","022235","JAZZ","04/14/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM249169.pdf"
"Luvox CR","Fluvoxamine Maleate","CAPSULE, EXTENDED RELEASE;ORAL","022033","JAZZ PHARMS","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022033s011lbl.pdf#page=26"
"Lynparza","Olaparib","TABLET;ORAL","208558","ASTRAZENECA PHARMS","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208558s013lbl.pdf#page=41"
"Lynparza","Olaparib","CAPSULE;ORAL","206162","ASTRAZENECA PHARMS","09/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/206162s008lbl.pdf#page=16"
"Lynparza","Olaparib","TABLET;ORAL","208558","ASTRAZENECA PHARMS","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208558s005lbl.pdf#page=27"
"Lynparza","Olaparib","TABLET;ORAL","208558","ASTRAZENECA PHARMS","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208558s000lbl.pdf#page=23"
"Lynparza","Olaparib","CAPSULE;ORAL","206162","ASTRAZENECA PHARMS","09/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206162s011lbl.pdf#page=16"
"Lynparza","Olaparib","TABLET;ORAL","208558","ASTRAZENECA PHARMS","05/19/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208558s010lbl.pdf#page=37"
"Lynparza","Olaparib","TABLET;ORAL","208558","ASTRAZENECA PHARMS","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208558s009lbl.pdf#page=32"
"Lynparza","Olaparib","TABLET;ORAL","208558","ASTRAZENECA PHARMS","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208558s014lbl.pdf#page=50"
"Lyrica","Pregabalin","CAPSULE;ORAL","021446","PFIZER","04/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021446s035,022488s013lbl.pdf#page=54"
"Lyrica","Pregabalin","CAPSULE;ORAL","021446","PFIZER","04/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021446s036,022488s014lbl.pdf#page=56"
"Lyrica","Pregabalin","SOLUTION;ORAL","022488","PFIZER","04/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021446s035,022488s013lbl.pdf#page=54"
"Lyrica","Pregabalin","SOLUTION;ORAL","022488","PFIZER","04/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021446s036,022488s014lbl.pdf#page=56"
"Lyrica","Pregabalin","CAPSULE;ORAL","021446","PFIZER","04/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021446s032,022488s011lbl.pdf#page=50"
"Lyrica CR","Pregabalin","TABLET, EXTENDED RELEASE;ORAL","209501","PFIZER","04/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209501s000lbl.pdf#page=29"
"Magnevist","Gadopentetate Dimeglumine","INJECTABLE;INJECTION","021037","BAYER HLTHCARE","07/25/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021037s037s038lbl.pdf#page=13"
"Magnevist","Gadopentetate Dimeglumine","INJECTABLE;INJECTION","019596","BAYER HLTHCARE","07/25/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019596s064s065lbl.pdf#page=12"
"Marplan","Isocarboxazid","TABLET;ORAL","011961","VALIDUS PHARMS INC","11/08/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/011961s045lbl.pdf#page=16"
"Mavenclad","Cladribine","TABLET;ORAL","022561","EMD SERONO INC","03/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022561s000lbl.pdf#page=29"
"Mayzent","Siponimod Fumaric Acid","TABLET;ORAL","209884","NOVARTIS","07/31/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209884s000lbl.pdf#page=22"
"Meridia","Sibutramine Hydrochloride","CAPSULE;ORAL","020632","ABBOTT","08/04/2010","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020632s034s035MedGuide.pdf"
"Metadate CD","Methylphenidate Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","021259","LANNETT CO INC","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021259s030lbl.pdf#page=20"
"Methylin","Methylphenidate Hydrochloride","TABLET, CHEWABLE;ORAL","021475","SPECGX LLC","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021475s010lbl.pdf#page=13"
"Methylin","Methylphenidate Hydrochloride","SOLUTION;ORAL","021419","SPECGX LLC","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021419s014lbl.pdf#page=12"
"Metoclopramide Hydrochloride","Metoclopramide Hydrochloride","SOLUTION;ORAL","074703","WOCKHARDT BIO AG","04/08/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM244086.pdf"
"Metozolv ODT","Metoclopramide Hydrochloride","TABLET, ORALLY DISINTEGRATING;ORAL","022246","SALIX PHARMS","02/28/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM187064.pdf"
"Metozolv ODT","Metoclopramide Hydrochloride","TABLET, ORALLY DISINTEGRATING;ORAL","022246","SALIX PHARMS","02/28/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022246s009lbl.pdf#page=18"
"Mifeprex","Mifepristone","TABLET;ORAL","020687","DANCO LABS LLC","04/11/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020687s022lbl.pdf#page=16"
"Mifeprex","Mifepristone","TABLET;ORAL","020687","DANCO LABS LLC","04/11/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088643.pdf"
"Mircera","Methoxy Polyethylene Glycol-Epoetin Beta","SOLUTION; INJECTION","125164","HOFFMAN-LA ROCHE","06/07/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125164s078lbl.pdf#page=23"
"Mitigare","Colchicine","CAPSULE;ORAL","204820","HIKMA INTL PHARMS","09/26/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM417495.pdf"
"Mobic","Meloxicam","TABLET;ORAL","020938","BOEHRINGER INGELHEIM","06/30/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088646.pdf"
"Mobic","Meloxicam","SUSPENSION;ORAL","021530","AVONDALE PHARMS","09/01/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088646.pdf"
"Morphabond ER","Morphine Sulfate","TABLET, EXTENDED RELEASE;ORAL","206544","DAIICHI SANKYO INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206544s012lbl.pdf#page=38"
"Morphine Sulfate","Morphine Sulfate","TABLET;ORAL","022207","HIKMA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022207s009lbl.pdf#page=26"
"Morphine Sulfate","Morphine Sulfate","SOLUTION;ORAL","022195","HIKMA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022195s018lbl.pdf#page=28"
"Morphine Sulfate","Morphine Sulfate","SOLUTION;ORAL","201517","LANNETT CO INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201517s015lbl.pdf#page=28"
"Motrin","Ibuprofen","TABLET;ORAL","017463","MCNEIL CONSUMER","09/10/2007","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088647.pdf"
"Movantik","Naloxegol Oxalate","TABLET;ORAL","204760","REDHILL","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204760s007lbl.pdf#page=16"
"Movantik","Naloxegol Oxalate","TABLET;ORAL","204760","REDHILL","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204760s008lbl.pdf#page=16"
"Movantik","Naloxegol Oxalate","TABLET;ORAL","204760","REDHILL","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204760s009lbl.pdf#page=16"
"Moviprep","Ascorbic Acid; Polyethylene Glycol 3350; Potassium Chloride; Sodium Ascorbate; Sodium Chloride; Sodium Sulfate","FOR SOLUTION;ORAL","021881","SALIX PHARMS","11/05/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021881s017lbl.pdf#page=13"
"Moviprep","Ascorbic Acid; Polyethylene Glycol 3350; Potassium Chloride; Sodium Ascorbate; Sodium Chloride; Sodium Sulfate","FOR SOLUTION;ORAL","021881","SALIX PHARMS","11/05/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM253840.pdf"
"Moxifloxacin Hydrochloride","Moxifloxacin Hydrochloride","SOLUTION;INTRAVENOUS","205572","FRESENIUS KABI USA","03/27/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/205572s007lbl.pdf#page=49"
"Moxifloxacin Hydrochloride","Moxifloxacin Hydrochloride","SOLUTION;INTRAVENOUS","205572","FRESENIUS KABI USA","03/27/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/205572s006lbl.pdf#page=49"
"Moxifloxacin Hydrochloride","Moxifloxacin Hydrochloride","SOLUTION;INTRAVENOUS","205572","FRESENIUS KABI USA","03/27/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM088619.pdf"
"MS Contin","Morphine Sulfate","TABLET, EXTENDED RELEASE;ORAL","019516","PURDUE PHARMA LP","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/019516s055lbl.pdf#page=27"
"Multaq","Dronedarone Hydrochloride","TABLET;ORAL","022425","SANOFI AVENTIS US","02/12/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM171764.pdf"
"Multaq","Dronedarone Hydrochloride","TABLET;ORAL","022425","SANOFI AVENTIS US","02/12/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/022425s025lbl.pdf#page=22"
"Multihance","Gadobenate Dimeglumine","INJECTABLE;INTRAVENOUS","021357","BRACCO","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021357s016s017,021358s015s016lbl.pdf#page=34"
"Multihance Multipack","Gadobenate Dimeglumine","INJECTABLE;INTRAVENOUS","021358","BRACCO","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021357s016s017,021358s015s016lbl.pdf#page=34"
"Myalept","Metreleptin","INJECTABLE;INJECTION","125390","AEGERION","07/13/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125390s010lbl.pdf#page=14"
"Mydayis","Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate","CAPSULE, EXTENDED RELEASE;ORAL","022063","TAKEDA PHARMS USA","09/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022063s001lbl.pdf#page=22"
"Myfortic","Mycophenolic Acid","TABLET, DELAYED RELEASE;ORAL","050791","NOVARTIS","04/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/050791s024lbl.pdf#page=25"
"Myfortic","Mycophenolic Acid","TABLET, DELAYED RELEASE;ORAL","050791","NOVARTIS","04/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/050791s030lbl.pdf#page=24"
"Myfortic","Mycophenolic Acid","TABLET, DELAYED RELEASE;ORAL","050791","NOVARTIS","04/28/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM172735.pdf"
"Myobloc","Botulinum Toxin Type B","VIAL","103846","ELAN PHARM","08/20/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103846s5190lbl.pdf#page=18"
"Mysoline","Primidone","TABLET;ORAL","009170","VALEANT","02/19/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/009170s035MedGuide.pdf"
"Nalfon","Fenoprofen Calcium","CAPSULE;ORAL","017604","XSPIRE PHARMA","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088655.pdf"
"Naprelan","Naproxen Sodium","TABLET, EXTENDED RELEASE;ORAL","020353","ALVOGEN","07/22/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM280324.pdf"
"Naprelan","Naproxen Sodium","TABLET, EXTENDED RELEASE;ORAL","020353","ALVOGEN","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020353s036lbl.pdf#page=21"
"Naprosyn","Naproxen","TABLET;ORAL","017581","ATNAHS PHARMA US","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017581s114,018164s064,020067s021lbl.pdf#page=22"
"Naprosyn","Naproxen","SUSPENSION;ORAL","018965","ATNAHS PHARMA US","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018965s025lbl.pdf#page=21"
"Nardil","Phenelzine Sulfate","TABLET;ORAL","011909","PARKE DAVIS","08/02/2007","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088660.pdf"
"Natpara","Parathyroid Hormone","INJECTABLE;INJECTION","125511","NPS PHARMS INC","07/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/natparaMedGuide.pdf"
"Natpara","Parathyroid Hormone","INJECTABLE;INJECTION","125511","NPS PHARMS INC","07/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125511s014lbl.pdf#page=18"
"Natpara","Parathyroid Hormone","INJECTABLE;INJECTION","125511","NPS PHARMS INC","07/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125511s016lbl.pdf#page=18"
"Nayzilam","Midazolam","SPRAY;NASAL","211321","UCB INC","05/17/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211321s000lbl.pdf#page=24"
"Nerlynx","Neratinib Maleate","TABLET;ORAL","208051","PUMA BIOTECH","07/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208051s002lbl.pdf#page=19"
"Nesina","Alogliptin Benzoate","TABLET;ORAL","022271","TAKEDA PHARMS USA","07/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022271s012lbl.pdf#page=29"
"Nesina","Alogliptin Benzoate","TABLET;ORAL","022271","TAKEDA PHARMS USA","07/01/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM337732.pdf"
"Neurontin","Gabapentin","SOLUTION;ORAL","021129","UPJOHN","04/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020235s062,020882s045,021129s044lbl.pdf#page=32"
"Neurontin","Gabapentin","CAPSULE;ORAL","020235","UPJOHN","04/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020235s062,020882s045,021129s044lbl.pdf#page=32"
"Neurontin","Gabapentin","TABLET;ORAL","020882","UPJOHN","04/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020235s062,020882s045,021129s044lbl.pdf#page=32"
"Nexium","Esomeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","021957","ASTRAZENECA PHARMS","06/07/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021153s053,022101s017,021957s020lbl.pdf#page=33"
"Nexium","Esomeprazole Magnesium","CAPSULE, DELAYED REL PELLETS;ORAL","021153","ASTRAZENECA PHARMS","06/07/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021153s053,022101s017,021957s020lbl.pdf#page=33"
"Nexium","Esomeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022101","ASTRAZENECA PHARMS","06/07/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021153s053,022101s017,021957s020lbl.pdf#page=33"
"Nizoral","Ketoconazole","TABLET;ORAL","018533","JANSSEN PHARMS","02/25/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM362592.pdf"
"Nocdurna","Desmopressin Acetate","TABLET;SUBLINGUAL","022517","FERRING PHARMS INC","06/21/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022517s000lbl.pdf#page=14"
"Noctiva","Desmopressin Acetate","SPRAY, METERED;NASAL","201656","ALYVANT","03/03/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/201656lbl.pdf#page=13"
"Nolvadex","Tamoxifen Citrate","TABLET;ORAL","017970","ASTRAZENECA","03/13/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088661.pdf"
"Noroxin","Norfloxacin","TABLET;ORAL","019384","MERCK","07/26/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM246795.pdf"
"Norpramin","Desipramine Hydrochloride","TABLET;ORAL","014399","US PHARM HOLDINGS","11/09/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/014399s066s067mg.pdf"
"Novantrone","Mitoxantrone Hydrochloride","INJECTABLE;INJECTION","019297","EMD SERONO","03/23/2012","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/019297s035mg.pdf"
"Nplate","Romiplostim","INJECTABLE; SUBCUTANEOUS","125268","AMGEN","10/17/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125268s164lbl.pdf#page=16"
"Nucynta","Tapentadol Hydrochloride","TABLET;ORAL","022304","COLLEGIUM PHARM INC","10/07/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/022304s016lbl.pdf#page=32"
"Nucynta","Tapentadol Hydrochloride","TABLET;ORAL","022304","COLLEGIUM PHARM INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022304s019s021lbl.pdf#page=32"
"Nucynta","Tapentadol Hydrochloride","SOLUTION;ORAL","203794","COLLEGIUM PHARM INC","10/07/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/203794s000mg.pdf"
"Nucynta","Tapentadol Hydrochloride","SOLUTION;ORAL","203794","COLLEGIUM PHARM INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/203794s008lbl.pdf#page=35"
"Nucynta","Tapentadol Hydrochloride","TABLET;ORAL","022304","COLLEGIUM PHARM INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022304s022lbl.pdf#page=33"
"Nucynta ER","Tapentadol Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","200533","COLLEGIUM PHARM INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200533s020lbl.pdf#page=34"
"Nulojix","Belatacept","INJECTABLE; INJECTION","125288","BRISTOL MYERS SQUIBB","04/13/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125288s075lbl.pdf#page=49"
"Nulytely","Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride","FOR SOLUTION;ORAL","019797","BRAINTREE","09/23/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM370636.pdf"
"Nulytely-Flavored","Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride","FOR SOLUTION;ORAL","019797","BRAINTREE","09/23/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM370636.pdf"
"Nuvigil","Armodafinil","TABLET;ORAL","021875","CEPHALON","02/07/2017","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM231717.pdf"
"Obredon","Guaifenesin; Hydrocodone Bitartrate","SOLUTION;ORAL","205474","SOVEREIGN PHARMS","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205474s005lbl.pdf#page=23"
"Ocaliva","Obeticholic Acid","TABLET;ORAL","207999","INTERCEPT PHARMS INC","02/01/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207999s003lbl.pdf#page=23"
"Ocrevus","Ocrelizumab","INJECTABLE;INJECTION","761053","GENENTECH INC","05/15/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761053lbl.pdf#page=17"
"Ocrevus","Ocrelizumab","INJECTABLE;INJECTION","761053","GENENTECH INC","05/15/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761053s020lbl.pdf#page=17"
"Ocrevus","Ocrelizumab","INJECTABLE;INJECTION","761053","GENENTECH INC","05/15/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761053s024lbl.pdf#page=18"
"Odomzo","Sonidegib Phosphate","CAPSULE;ORAL","205266","SUN PHARMA GLOBAL","05/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/205266Orig1s000lbl.pdf#page=12"
"Odomzo","Sonidegib Phosphate","CAPSULE;ORAL","205266","SUN PHARMA GLOBAL","05/13/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/205266s002lbl.pdf#page=12"
"Odomzo","Sonidegib Phosphate","CAPSULE;ORAL","205266","SUN PHARMA GLOBAL","05/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/205266s006lbl.pdf#page=13"
"Oleptro","Trazodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022411","ANGELINI PHARMA","07/17/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM202202.pdf"
"Olumiant","Baricitinib","TABLET;ORAL","207924","ELI LILLY AND CO","07/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/207924s002lbl.pdf#page=18"
"Olumiant","Baricitinib","TABLET;ORAL","207924","ELI LILLY AND CO","07/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/207924s001lbl.pdf#page=18"
"Omniscan","Gadodiamide","INJECTABLE;INJECTION","022066","GE HEALTHCARE","10/23/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022066s008lbl.pdf#page=1"
"Omniscan","Gadodiamide","INJECTABLE;INJECTION","020123","GE HEALTHCARE","11/07/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020123s046lbl.pdf#page=1"
"Omontys","Peginesatide Acetate","SOLUTION;INTRAVENOUS, SUBCUTANEOUS","202799","TAKEDA PHARMS USA","12/04/2012","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM297877.pdf"
"Omontys Preservative Free","Peginesatide Acetate","SOLUTION;INTRAVENOUS, SUBCUTANEOUS","202799","TAKEDA PHARMS USA","12/04/2012","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM297877.pdf"
"Onfi","Clobazam","TABLET;ORAL","202067","LUNDBECK PHARMS LLC","06/15/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/202067s005,203993s007lbl.pdf#page=29"
"Onfi","Clobazam","SUSPENSION;ORAL","203993","LUNDBECK PHARMS LLC","06/15/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/202067s005,203993s007lbl.pdf#page=29"
"Onglyza","Saxagliptin Hydrochloride","TABLET;ORAL","022350","ASTRAZENECA AB","07/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022350s023lbl.pdf#page=31"
"Onglyza","Saxagliptin Hydrochloride","TABLET;ORAL","022350","ASTRAZENECA AB","07/01/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022350s018lbl.pdf#page=31"
"Onsolis","Fentanyl Citrate","FILM;BUCCAL","022266","BDSI","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022266s023lbl.pdf#page=32"
"Opana","Oxymorphone Hydrochloride","TABLET;ORAL","021611","ENDO PHARMS","10/25/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021611s016lbl.pdf#page=27"
"Opana ER","Oxymorphone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","201655","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201655s026lbl.pdf#page=26"
"Opana ER","Oxymorphone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021610","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021610s027lbl.pdf#page=26"
"Opdivo","Nivolumab","INJECTABLE;INJECTION","125554","BRISTOL MYERS SQUIBB","06/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125554s078lbl.pdf#page=80"
"Opdivo","Nivolumab","INJECTABLE;INJECTION","125554","BRISTOL MYERS SQUIBB","06/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125554s081lbl.pdf#page=95"
"Opdivo","Nivolumab","INJECTABLE;INJECTION","125554","BRISTOL MYERS SQUIBB","06/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125554s075lbl.pdf#page=75"
"Opdivo","Nivolumab","INJECTABLE;INJECTION","125554","BRISTOL MYERS SQUIBB","06/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125554s083lbl.pdf#page=95"
"Opdivo","Nivolumab","INJECTABLE;INJECTION","125554","BRISTOL MYERS SQUIBB","06/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125554s082lbl.pdf#page=90"
"Opsumit","Macitentan","TABLET;ORAL","204410","ACTELION PHARMS LTD","04/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204410s010lbl.pdf#page=20"
"Optimark","Gadoversetamide","INJECTABLE;INJECTION","020937","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020937s027lbl.pdf#page=13"
"Optimark","Gadoversetamide","INJECTABLE;INJECTION","020975","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020937s028,020975s029,020976s030lbl.pdf#page=29"
"Optimark","Gadoversetamide","INJECTABLE;INJECTION","020937","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020937s028,020975s029,020976s030lbl.pdf#page=14"
"Optimark","Gadoversetamide","INJECTABLE;INJECTION","020975","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020975s028lbl.pdf#page=13"
"Optimark in Plastic Container","Gadoversetamide","INJECTABLE;INJECTION","020976","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020937s028,020975s029,020976s030lbl.pdf#page=43"
"Optimark in Plastic Container","Gadoversetamide","INJECTABLE;INJECTION","020976","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020976s029lbl.pdf#page=13"
"Oriahnn (Copackaged)","Elagolix Sodium,Estradiol,Norethindrone Acetate; Elagolix Sodium","CAPSULE;ORAL","213388","ABBVIE INC","05/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213388s000lbl.pdf#page=29"
"Orilissa","Elagolix Sodium","TABLET;ORAL","210450","ABBVIE INC","08/28/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210450s002lbl.pdf#page=27"
"Oseni","Alogliptin Benzoate; Pioglitazone Hydrochloride","TABLET;ORAL","022426","TAKEDA PHARMS USA","07/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022426s012lbl.pdf#page=43"
"Oseni","Alogliptin Benzoate; Pioglitazone Hydrochloride","TABLET;ORAL","022426","TAKEDA PHARMS USA","07/01/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/022426s009lbl.pdf#page=42"
"Osmoprep","Sodium Phosphate, Dibasic, Anhydrous; Sodium Phosphate, Monobasic, Monohydrate","TABLET;ORAL","021892","SALIX PHARMS","11/29/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021892s006mg.pdf"
